,sentence,val
1693,Rassemblez l' armée corrompue et équipez - là des armes en tous genres . §,3
1694,Laissez mijoter depuis 5 ans . §,1
1695,Bombardez régulièrement à l' aide de l' armée . §,2
1696,Ajoutez à cela une bonne c . §,0
1697,à s . §,0
1698,de mensonges avec le bouquet d' éloge de Vladimir Poutine . §,0
1699,Pour finir Attendrissez vos deux grands alliés ( Chine et Russie ) . §,2
1700,"Pour finir , faites monter votre sang froid et votre détermination , et larguez 1 à 2 bombes le chlore sur le reste d' habitants qui résistent encore à ce jour . §",4
1701,Niez le tout . §,3
1702,Introduction : §,0
1703,Introduction Problématiques du genre Le genre reste aujourd'hui une notion difficile à définir . §,3
1704,Il s' agit d' une forme d' organisation qui permet de ranger les textes dans ce que l' on peut appeler des catégories . §,1
1705,"De manière générale , on peut dire que chaque texte s' écrit dans une langue particuliere , mais surtout dans une visée et un but précis . §",1
1706,"Pour Joaquim Dolz et Roxane Gagnon , définir la notion de genre revient à prendre en compte &quot; l' ancrage social &quot; et &quot; nature communicationnelle du discours &quot; . §",1
1707,"Chaque texte ( ou discours ) est élaboré dans un contexte social particulier , et comporte donc des caractéristiques formelles identifiables . §",1
1708,"Pour Patrick Charaudeau et Dominique Maingueneau , il s' agit de &quot; régularités compositionnelles &quot; . §",1
1709,Cela correspond au cadre pragmatique dans lequel les textes s' inscrivent . §,0
0,synthèse Anny Boulonnais S §,1
1,HISTORIQUE §,1
2,Anny est l' enfant d' une fratrie de cinq enfants la dernière . §,4
3,M la famille Bron - Boulonnais a bénéficie d' une mesure d' AEMO au profit des cinq enfants Anny est née le 4 décembre 2001 . §,5
4,Elle est la dernière d' une fratrie recomposée de l' union BRON cinq enfants . §,3
5,"Monsieur Boulonnais a eu un premier enfant , Julien âgé de 20 ans . §",2
6,"Madame Bron a eu d' une précédente union avec Monsieur Zoé , deux filles , Adèle ( 19 ans ) et Anais ( 16 ans 1 / 2 ) ) . §",6
7,Monsieur Boulonnais et Madame Bron ont eu ensemble Ada et Anny ( 14 ans ) ( 12 ans ) . §,3
8,une mesure d' AEMO judiciaire En 2008 a été mise en place au profit des cinq enfants . §,4
9,", émanant de plusieurs signalements , afin d' aider Madame Bron dans la prise en charge au quotidien des cinq enfants . §",3
10,"L' AEMO fait état des difficultés rencontrées au domicile associées éducatives ainsi que des problèmes de couple , d' alcool et un manque de mobilisation de Monsieur Boulonnais . §",7
11,. §,1
12,"pour chacun des enfants quotidien en 2010 , Madame Bron et Monsieur Boulonnais sollicite le conseil général nt et formulent une demande de placement pour Anny dans le cadre d' un recueil provisoire en Juin . §",9
13,juin A nny était décrite comme une enfant &quot; tyrannique &quot; s' opposant continuellement à sa mère . §,5
14,"Anny rey les difficultés rencontrées au domicile ne per en décembre 2010 , Anny est accueillie au SAFE , sur le groupe de Bayeux afin qu' elle puisse bénéficier d' une prise A l' école et au domicile , Anny se montre en grandes souffrances ce qui comme et rencontre de ' importants porblèmes d' apprentissage et de comportement ce qui a re ait . §",18
15,un projet en MECS U était a été préconnisé afin d' apporter à Anny un cadre contenant et un suivi au quotien e lui permettre d' évoluer favorablement à travers un cadre contenant et un suivi au quotidien . §,9
16,E o E en charge globale §,4
17,"Malgré un suivi éducatif en milieu ouvert et un suivi et psychologi thérapeutique , tant à l' école qu' au domicile ( en mileu ouvert ) ( CMPP ) au quotidien ainsi que Monsieur Zoé et jusqu' en mer 1 avril 2009 Avril , pour lui permettre de , afin qu' elle trouve une place d' enfant et modifie son rapport conflictuel aux adultes et à ses pairs . §",16
18,"le En février 2012 , le Recueil Provisoire a été reconduit pour une durée d' un an . §",4
19,avec pour objectif la poursuite d' une prise en charge éducative dans une cadre contenant et sécurisant à distance de la famille . §,3
20,", En janvier 2012 , le couple Bron - Boulonnais se séparent parallèlement P , les droits de visite et d' hébergement pour chacun des parents a été modifiés compte tenu de la séparation du couple . §",9
21,Anny était accueillie un week end sur deux et la moitié des vacances chez chacun de ses parents . §,2
22,"en Fin 2012 , le SAFE un signalement du SAFE atteste des inquiétudes sur la situation d' Anny et de sa soeur Ada lors des retours en week end tant chez la mère que chez le père . §",7
23,"afin de garantir la protection A d' Anny et de sa soeur , les droits de visites et d' hébergement ont été réduits . §",4
24,"en Janvier 2013 , E le placement d' Anny se judiciciarise au meme Titre que ue la situation de sa soeur Ada et demi soeur , Jade accueillies respectivement sur l' internat du SAFE de Dourdan . §",7
25,"les droits de visite et d' hébergement L ont sont modifiés , autorisant Anny a se rendre chez sa mère et sont évalués par le service gardien . §",5
26,"Anny Anny se rendait à la journée , le samedi de 9h30 à 18h , en alternance chez sa mère ou chez son père . §",3
27,"A ce jour , les droits de visites et d' hébergement sont ne sont plus d' ac A ce jour , cette alternance n' existe plus , en raison d' une remise en couple atteste nouvelle vie de couple entre Madame Bron et Monsieur Boulonnais . §",10
28,"A ce jour , eu , venu d' internats , accueillie depuis un an sur le groupe d' internat de Dourdan , ) ( sa es faits et gestes de tournent pas à son avantage D' autre part , Anny peut avoir des attitudes sexualisées en présence d  éducateur homme éducateur homme . §",14
29,"De ce fait , elle Il est un le Elle reste convaincue qu' en faisant constamment n' importe quoi , elle quittera le groupe plus rapidement . §",6
30,"qui est venu vivre au domicile suite au décès de sa mère familial vec son père en 2007 eu et les pères , Monsieur Zo é et Monsieur Boul onnais ainsi qu' et aussi de Monsieur Zoé . §",10
31,"en Janvier 20 2012-05 -1 cherche à r tente de L ser par exemple , lors de soirée où elle se trouve devant la télévision avec un éducateur , elle peut se toucher et tout en cherchant à etre vu par l' éducateur e à . §",16
32,P ' une ait télévision où elle était seule avec un éducateur ouvait avoir une attitude indaptée re et aussi avec les garçons du groupe le regard de et son agitation considération mais est nécessaire deprendre suffis an mais s' est avéré insuffisant n' a pas permis à Anny de se livrer sur son mal être L' équipe de soin du service de pédopsychiatrique ont fait le constat d' une impossible mise au travail auprès d' Anny compte tenu de son verouillage et de sa conformité dans les échanges . §,20
33,"e orangerie , De ce fait , l' authenticié d' Anny est peu t identifiable . §",7
34,il est difficile de percevoir l' authenticité chez Anny . §,2
35,"es eu et la reaction un le Anny n' a pas n' est pas partie Depuis septembre , il est convenu avec le service de pédopsychiatrie qu' Anny soit accueillie une semaine sur chacune des périodes de vacances . §",10
36,"Elle s' y rend sans difficulté , à croire que ces temps passés en dehors du groupe de l' Orangerie l' apaise . §",3
37,O l' équipe éducative notait clairement une amélioration du comportement d' Anny lors des retours avec un apaisement des conflits . §,4
38,"En revanche , lors du bilan de fin de prise en charge , au terme des trois mois n , de prise en charge , l Anny peut se mettre en danger Les mises en danger ont été plus régulière et ont suscité beaucoup d' interrogation répétées avant l' été ont suscité beaucoup d' interrogations quant aux souffrances d' Anny . §",13
39,"Elle Par exemple , elle a pouvait enlever sa ceinture de sécurité dans la voiture et menacçait de quitter la voit descendre du véhicule . §",7
40,Ce comportement a été repris à plusieurs reprises par la Ce comportement a été repris par la chef de service ainsi que par le directeur mais n' ont pas modifié pour autant l' attitude d' Anny . §,5
41,Elle continue de se mettre en danger ( fugue avec d' autre jeune ss de l' Orangerie en septembre ) à et recherche en permanence in recherche le cadre en permanence . §,8
42,"Il est toutefois , très difficile de déceler les réelles intentions d' Anny dans ces moments là . §",1
43,nt Anny profite chaque mercredi d' une activité &quot; cirque &quot; . §,4
44,Elle se réjouit de ce temps est inscrite au cirque . §,2
45,Elle s' y rend chaque mercredi et semble appréciée cette activité er . §,3
46,Elle est trés attentive lors des spectables et au moment des spectacles pour la deuxième année et sollicite les éducateurs pour assister à ce dernier . §,6
47,"Il est important de souligner qu' à travers cette activité , Anny montre qu' elle peut être attentive aux remarques de l' adulte , et faire preuve de patience et de créativité . §",6
48, envie . §,2
49,"sa Anny occupe une chambre individuelle , à présent , qu' elle est fière de tenir bien rangée . §",4
50,Elle somatise moins au moment du coup mais ne peut s' empêcher de vérifier la présence de l' éducateur ( se relève à plusieurs reprises pretextant se rendre au toilette ) . §,2
51,"De ce fait , cher ( la question du placement et l' éloignement SANTE Anny est une enfant qui a toujours somati de douze ans qui 12 ans qui cherche à interroger Contrairement à notre dernière synthèse , Anny somatise mois . §",11
52,Elle éprouve moins le besoin de se faire mal pour interpeler l' adulte . §,0
53,Anny a 12 ans et subit beaucoup de transformations corporelles qui peuvent etre parfois difficile à gérer ( éveil de la sexualité ) . §,3
54,Anny doit se rendre prochainement chez le pédiatre pour un bilan annuel . §,3
55,"Il sera question , elle a bien grandi et t normalement Anny bénéficie d' une prise en charge récente en Art thérapie . §",6
56,Elle s' y rend chaque semaine . §,1
57,Depuis son hospitalisation Anny bénéficie d' une prise en charge médicamenteuse afin d' apaiser ses angoisses . §,3
58,Elle prend chaque soir de l' Atarax et reconnait les bienfaits de ce traitement un comprimé d' . §,2
59,n les somatisations présentes chez Anny se sont atténuées §,2
60,"ont ont été à nouveau réduits en accord avec les deux parents , ainsi , , de ce fait Anny sort chaque samedi à la journée . §",3
61,L reste é ' affrontement é é Ce séjour de quelques mois a 4 . §,10
62,SCOLARITE §,0
63,"C' est dans le cadre scolaire qu' Anny se montre la plus adaptée , répondant aux exigences , et s' inscrivant plutot en réussite . §",5
64,"les difficultés de comportement des années passées semblent dépassées , il est vrai qu' il lui tarde de rentrer au collège , lui conférant l' accès à un statut de &quot; grande &quot; . §",0
65,"Elle se montre volontaire dans son travail scolaire , et les résultats sont convenables . §",2
66,5 ; RELATIONS FAMILLES . §,1
67,"Depuis l' accueil d' Anny au SAFE , c' est Mme Bron qui reste l' interlocuteur régulier . §",1
68,"M s' est toujours montré très absent , et la séparation pendant deux ans du couple pendant deux ans ne l  a pas conduit à nous solliciter plus . §",3
69,"Cependant , la reprise de vie commune depuis plusieurs mois , alors que Mmme bénéficie d' un accueil pour elle et ses filles dans le cadre d' un dispositif accompagné , n' est pas sans interroger quant aux transgressions du cadre d' accueil . §",2
70,"Ainsi , Anny a pu parfois exprimer les règles et contraintes en nommant les interdits ( héberger des personnes ) , tout en disant que sa mère ne respectait pas cela . §",1
71,Ceci n' est certainement pas sans effet sur l' attitude et le comportement d' Anny depuis de nombreux mois . §,0
72,"Mme vient régulièrement en rendez-vous , elle se montre hyperadaptée , en répondant affirmativement à toutes nos propositions , sans réellement avoir un avis , au point de nous laisser le sentiment &quot; d' abuser &quot; de notre position . §",5
73,"Cependant , le mel - etre d' Anny nous contraint de prendre à prendre des dispositions pour tenter de la protéger . §",2
74,"Anny peut également dire qye &quot; papa n' est pas d' accord &quot; , mais M exprime pas cela lors des rares rencontres , il reste silencieux , sauf si nous le nous permettons d' interpréter son silence en lui disant qu' il n' est peut-etre pas d' accord . §",4
75,"Le contexte familial est préoccupant , la problématique de l' alcool rest banalisée , voire niée . §",1
76,"Mme semble tenir son cadre de l' abstinence , tout en accueillant M chaque WE , qui pour sa part consomme de l' alcool . §",3
77,"Les raisons de la séparation ne semblent pas Si l' alcoolisation de M était dans les griefs de séparation , ceci ne semble pas avoir changeait aujourd'hui . §",2
78,"Mme semble en difficultés pour vivre seule , ce qui l' a conduite à héberger des personnes extérieures au risque de se mettre en danger et de ne pas protéger ses filles . §",3
79,"Anny peine toujours autant à trouver sa place dans sa famille , meme si les relations avec ses soeurs semblent plus apaisées . §",0
80,"Il est vrai que son temps au domicile est réduit , et cele ne . §",1
81,CONCLUSION §,0
82,Anny a 12 ans . §,0
83,Elle est accueillie au SAFE depuis 4 ans 3 ans . §,2
84,compte tenu qu' elle grandit et de sa propension à s' exposer à tous les dangers nous alertent quant à son devenir . §,1
85,"Depuis longtemps , Anny revendique d' etre accueillie en Famille D' accueil d , que doit -on entendre au travers de cette demande , si ce n' est que l' accès à une vie plus apaisée , et inscrite dans une permanence des personnes auprès d' elle ? §",3
86,. §,1
87,"Ce projet est en cours au sein du SAFE et devrait lui permettre d' expérimenter une vie de famille &quot; ordinaire &quot; , où chacun est à sa juste place , et où elle pourra s' autoriser à régresser pour enfin vivre sa vie de fillette , à distance de l' agitation , des conflits et de l' excitation à caractère sexuel . §",5
88,"Il est important de ne pas faire évoluer le droit de visite , les temps de journée le samedi sont suffisants , et pourrait etre espacés à la quinzaine . §",1
89,Un temps d' hébergement pourrait etre autorisé à Titre exceptionnel en fonction des moments importants de la vie de famille . §,1
90,"Un temps ponctuel chez les grand - parents seraient également à envisager maternels , . §",3
91,Rapport de situation §,0
92,Antonys Hamelin né le 16 mars 1995 N §,2
93,Admis sur le groupe de l' orangerie le §,2
94,"Composition de sa famille : M , Hamelin Me Hamelin Parents : Enfants : Eni Hamelin , née le 4 mai 1993 Noémie Hamelin , née le 19 aout 1994 Antonys Hamelin , né le 16 mars 19977 Adèle Hamelin , née le 28 octobre 1998 Sarah Hamelin , née le 14 novembre 2001 Emma Hamelin , né le 20 juillet 2004 Jade Hamelin , né le 20 juillet 2004 , né le , née le 5 juillet André Corinne 26 décembre 1973 15 juin 2009 §",24
95,"Problématique à l' admission : Les difficultés relationnelles entre Antonys et sa mère ont motivé le placement , §",3
96,"Un recueil d' informations transmis par l' école de Ville faisait état de comportement agressif régulier du jeune et des tenues vestimentaires pas adaptés pour la saison , §",9
97,"Après investigation , des suspicions de maltaritance de la mère à l' égard d' Antonys , en lien avec une encoprésie massive du jeune , ont émergé , §",2
98,"Après un accompagnement par la circonscription de Hameau la Ville - , Antonys a été placé dans un premier temps sur le groupe mosaique en février 2008 puis le foyer de l' orangerie en Juin 2009 , §",10
99,"En concertation avec la famille , ce placement a été reconduit en juin 2010 puis en septembre 2011 , §",5
100,"Alors que les relations entre Me Hamelin et Antonys semblaient s' améliorer , les conflits et les dysfonctionnements familiaux se déplaçaient sur les soeurs , é é ç cer vers és en 2010 §",11
101,"La situation familialle s' est tellement dégradé qu' un signalement a été envoyé par la circonscription de Hameau -la Ville et un puis suite à l' audience une ordonnance d' un suivi en milieu ouvert d' une durée de six mois pour les enfants vivant au domicile , §",11
102,"Paralellement , le couple ont annocé leur séparation en mai 2011 n , , e mesure a été prononcée Madame a pris un appartement sur Dourdan dans un premier temps puis un logement à Lieudit sur Marne l' orgueilleuse proche du domicile familiale , §",11
103,"Bienque séparer Aujourd'hui , le couple semble avoir repris leur vie commune , §",1
104,"Evolution sur le groupe , Antonys a intégré le groupe en juin 2009 Nous pouvons dire qu' il est relativement bien installé aujourd'hui dans une relativetion de confiance avec l' équipe , §",5
105,"Pour autant , depuis notre précédent rapport , nous observons un jeune qui évolue difficilement tant il est inquiet pour sa situation familiale , l §",9
106,"En effet , les différents événements ont crée une instabilité qui l' empeche de se sentir serein au foyer , §",5
107,"Il a pu évoquer les inquiétudes pour ses soeurs au quotidien , §",2
108,"L' annonce de l' audience en mars dernier a été un électrochoc car autant il connait les incidencesd  un placement , les bienfaits mais aussi la solitude  éloignement , autant onté pour etre protégé autant il vivait le désarroi de l' éclatement de la cellule familiale , §",11
109,"Il était donc partagé entre la protection de ses soeurs et le fait de ne plus les voir aussi souvent , §",4
110,"Par ailleurs , ce contexte a été l' occasion de partager avec Antonys sa place d' enfant &quot; symptome &quot; , §",5
111,"Les événements multiples signalements indiquaient qu' il n' éatait responsable des différents dysfonctionnement mais qu' il en était victime , aussi §",7
112,"Ce constat est d' autant plus important car Antonys se prétend toujours victime la victimisation est très présent dans le discour d' Antonys , §",6
113,"Elle le permet de se disculper lorsqu' il est impliqué dans un conflit ou dans une histoire , Nous travaillons avec lui autour de sa responsabilisation , §",4
114,"&quot; Entretemp Entretemps , les parents ont annoncé leur séparation , Antonys a été chagriné mais pas abattu , §",4
115,"Cet événement donnait une place importante à M , Hamelin qui a pu évoquer à ses enfants qu' il ne savait été aveugle et sourds à la souffrance de ses enfants &quot; &quot; , Toutefois , la séparation n' a pas été effective très longtemps car Me Hamelin était souvent , d' après Antonys , souvent présente lors des week - end , §",13
116,"Ainsi , nous obsdervions sur le groupe un jeune qui alternait donnait le change mais qui lors des relations délivrait ' apparence d' llar bien dans les faits ouduelles avec le  adulte nous versaient son mal - etre , §",7
117,"a De plus , il ne comprenait pas bien la raison de son absence au tribunal §",4
118,"par Par Il a évoqué les stratégies d' évitement de conflits en se réfugiant dans sa chambre , ou en quittant le domicile pour aller visiter sa tante , §",4
119,"Néanmoins , les conflits ont éclaté notamment épisodiquement , §",2
120,"En septembre dernier , Antonys est rentrè en colère car sa mère en Preparant une dictée avec une de ses soeurs a dit introduit dans une phrase &quot; qui contenait le mot monstre , le terme &quot; monstre comme Antonys &quot; , §",7
121,"Cett , Saréeait , Ellee pique a été prononcée en présence du père qui n' a rien relevè , A ntony a été extrèmemnt en colère contre l' attaque de sa mère e puis déçu de l' attitude fuyante de son père , mesurait les conséquences §",12
122,"A plusieurs reprises , Antonys a pu exprimer son désir d' écrire au juge , §",5
123,"Il veut dénoncer les brimades subis dans son enfance par sa mère pour en protéger ses soeurs , §",4
124,Quand nous lui posons la question de sa propre protection ? §,3
125,"Antonys ne peut actuellement pas l' envisager car il a peur de la réaction de trahison du père , §",2
126,"Lorsque sa soeur ainé Eni a fait des signalements , Antonys a entendu et perçu ce sentiment de , ene chez son père §",7
127,"Le conflit de loyauté est présent et participe à l' instabilité , Antonys ne veut pas perdre Le symptome le plus en e D' autant plus qu4Antonys a été impliqué ' dans des situations assez inquietantes , avec d' autres jeunes , §",12
128,"Il a tenté d' obtenir des faveurs à tendance sexuel n , Avi ont mis la pressir puis au refus de la jeune fille allant jusqu' à leur demander de l' argent en compensation , §",8
129,"Dans une autre situation , à l' occasion d' un jeu de guerre &quot; &quot; , Antonys avec d' autres garçons ont malmené et donné des coups à d' autres jeunes , faisant subir sur un plus jeune des actes s' apparentant à des su des bisses de guerre , Ils l' ont fait asse eoir sur un rondin de bois , Ces deux événements se sont déroulés en l' assayant à genou dans un contexte : a Revu au sujet de ces événements , Antonys peut dire qu' il s' est laissé entrainer par le mouvement et n' a pas réussiéussi à résister à la pression lié à ce mouvement , collectif de ses actes et les conséquences sur les autres , §",28
130,"Nous tentons de faire des liens entre les violences qu' il a subi et qu' il peut par moment agir sur le groupe , §",2
131,"Ce travail est récent ait L' encoprésie a recommencé et devenu plus difficilement gérable , Antonys a recommencé à dissimuler ces affaires souillés es dans son armoire , §",10
132,"Il mélange le linge propre et le linge sale ce qui en terme , ant , §",3
133,"Malgré le cadre que nous Nous lui avons mis un cadre pour le préserver du regard des autres mais nous avons le sentiment qu' Antonys ' il y a une nécessité de faire un rappel toujours l' accompagner , de le soutenir , §",7
134,"Au delà de l' aspect organisationnel , ce symptome inquiète sur cette agre par son sens et sa continuation , §",4
135,"L' agressivité sur contolé d' Antonys peut déborder et s' agir autrement comme les événements citès précedemment mais par des mouvements d' humeur explosivess , Ainsi , Antonys peut quitter le groupe précipitamment rouge , en sueur sans raison ou explication apparente , Il faut attendre que la pression descende pour mettre en mots , §",13
136,"Ce sont dans ces moments qu' Antonys se livre le plus sur l' ambiance familiale , sur le fait qu' il ne sent bien nul part , un face face ui aussi , §",12
137,Prise en charge au quotidien §,1
138,"e , , fer e e constatons L' accompagnement au quotidien d' Antonys est surtout Antonys est un jeune assez autonome , §",8
139,"Il ne pose pas de problème à proprement parler d' hygiène , §",2
140,"Toutefois , la recrudescence du symptome encoprèsique nous demande une prsénrésence contenante , et non jugeante , §",6
141,"Nous percevons à travers cette difficulté un mode de défense très inscrit , nous l' interrogeons actuellement sur les incidences N en terme d' images d' un jeune adolescent §",6
142,"Il fait sa toilette régulièrement , change ses affaires , §",2
143,"Le souci est lié aux conséquences de l' encoprésie à travers du linge souillé , des étrons dissumulé dans du linge , du linge souillé jet é à la poubelle , §",7
144,"Nous lui avons reprécisé le cadre à nombreuses reprises , §",1
145,"Ce mode de défense est très inscrit et non demande contenante , non jugeante us une présence , , §",9
146,"Le rangement de sa chambre est , également soumis , à cette particularité , §",2
147,"Etant dans la dissumulation , la chambre en capharnaum eest régu un lui permettant de cacher ses excréments , §",7
148,"Pourtant , Antonys a investi sa chambre , §",1
149,"Il a ram ené beaucoup de ses objets personnels , §",1
150,"Il a pu dire qu' il n' a pas vraiment de chambre chez lui , malgré les promesses de son père , §",1
151,"Les enfants changent de Pour autant , nous souhaitons l' associer beaucoup plus à l' entretien du linge , §",4
152,"C' est pour raison qu' Antonys ne souhaite pas notre présence lorsqu' il fait du rangement , §",2
153,"nous Nous en avons conscience et acceptons cet espace nécéssaire d' intimité , §",5
154,"Nous lui demandons régulièrement de la ranger et vérifonsi avec lui que son linge soit descendu le régulièrement et séparé des étrons , Antonys s' exprime peu à ce sujet , §",10
155,"Il reste très à l' écoute , dit que l' organisation du linge le soutient mais , §",4
156,"Il a d' ailleurs conseillé à sa soeur qui a un symptome identique , §",0
157,"Ainsi , il raméne des tableaux ou poster , des jeux et des jouets , §",1
158,"Il s' est meme installé un système audio pour écouter de la de qualité musique , §",2
159,L' environnement familial §,1
160,"Nous percevons mieux aujourd'hui les conséquences des différents dysfonctionnements familiaux , Antonys peut etre dans une dangereuse banalisation des événements , §",5
161,&quot; &quot; §,2
162,"Il est dans le des des difficultés de sa mère , la du du manque deposition du père , la '  éclatement e e risque du de de ses soeurs ' e Nous Nous avons réceptif réceptif au retour des week - à à ses réactions , §",10
163,"Les changements d' , , §",1
164,"Les retours de week - end , les liens aux autres moins moins d' ouverture vers l' , - l' l' Antonys Antonys a à à plusieurs attaquer le le cadre §",8
165,"Les effets surprenant surprenant car toujours inattendus , §",1
166,"Il ya eu des retours de week - où où avertit par M , ou Me Hame savions que , , nous le temps en famille avait été difficile les les se se sont exprimées sous forme de , , de inaccessibilité inaccessibilité à la et et quelques des coups sur d' autres jeunes , §",9
167,"quelques quelques fois rien ne , , il rentre des week - ends sans nous alerter d' quelconque Q , , puis au fil de la , il il par par des mouvements d' humeur des des sorties en dehors du , , s' associeant à d' autres dans des passages à l' acte ( dégradations , ) ) , §",11
168,"Après , il peut s' autoriser à évoquer ce qui le , , l' , , §",2
169,"Il évoque sa sa place dans sa et et la singularité de son , Il Il attendre attendre que les baissent baissent Cest Cest §",7
170,"Nous lui avons concé que son le le de placement en reccueil dé à à la demande de la peut peut l' car car il ne représente , , §",6
171,Les parents peuvent changer d' avis et demander son retour au ! ! §,1
172,"Nous l' avons invité à écrire au juge mais Antonys ne sent pas encore pret , §",4
173,"Par ailleurs , la victimisation est présent dans le dis aussi un moyen tente de minimiser son implication , de nier les dénonciations des autres , §",8
174,"Il fini fois meme , une fois , u , §",5
175,"Il cherche au maximun à paraitre décontracté , accessible , c avec de l' humour certains nt Antonys nous parait dans ces moments plus authentique , §",9
176,"Il peut exprimer son désir d' etre apprécié par les jeunes et les éducateurs , §",3
177,"Le passage au coucher d' un adulte est ritualisé , §",3
178,"Il demande ce temps d' exclusivité avec l' adulte où il peut s' épencher sur sa situation au domicile , au collège ou sur le groupe , §",2
179,"Il est très à l' écoute à nos réponses , §",3
180,"Il n' est pas actuellement en capacité à s' individuer , §",1
181,"Il a besoin d' etre porté , soutenu dans ses projets difficile à Antonys à tant il est partagé par l' équipe personnels et protéjé des défaillances parentaux , §",8
182,"Par exemple , i , Il a pu quitter la table en colère il sort en soiréee ou Actuellementi pas pas §",8
183,"Meme si c ne l' ont jamais évoqués , ils Antonys a peur de cette éventualité , à une jeune , , e §",9
184,"Il tente de maitriser au mieux sa situtation , §",1
185,"Il a une réélle volonté d' etre apprécié des autres jeunes et des adultes , §",2
186,"Les éducateurs remplaçants sont souvent surpris par sa sociabilité , son expresessions &quot; ça va , je gère &quot; , §",7
187,"Il tente de ne rien laisser paraitre de ce qui pourrait l' inquiéter , jusqu' au moment où la &quot; coupe est pleine &quot; §",3
188,"Pourtant , , il est dans une agitation physique , rouge et en sueur , §",3
189,"Nous l' invitons à s' appuyer à nos espaces de paroles se au CMPEA , mais aussi à des entretiens informelles avec les éducateurs , Antonys s' appuie plus au a plutot investi les temps du coucher , §",9
190,"C' est un moment presque ritualisé où il peut s' épencher sur sa situation , Il est assez authentique dans , §",7
191,"Nous observons son besoin d' attention , de considération et d' exclusivité avec l' adulte , &quot; &quot; §",3
192,"Ce cadre est à rappeller régulièrement , s peut devenir une des s ca i ses parents d' une part , il a été informé par nos services et d' autre part D s' interrogeait sur la judiciarisation , §",12
193,"Ainsi , il , en cas de placement , ses soeurs inopinément lors d' un entretien informelle les éducateurs §",6
194,"Actuellement , Antonys reste un week - end par mois sur l' Orangerie , §",1
195,"Nous avions envisagé l' arret en septembre mais au vue des événements et l' ambiance , la question d' augnenter le nombre de est plutot d' actualiter , Antonys est ambivalent dans ses demandes , §",6
196,"Autant , il peut dire que ses espaces sont sur le groupe , autant , il peut envisager de s' extraire trop lompgtemps ndu domicile familiale , §",4
197,"Il a un besoin de vérifier ce qui se passe , §",2
198,"Lors de différents week - end , il évoquait de week - end semble cohéreA le groupe est un espace son sécurisanne pas , d' assouvir ses inquiétudes , §",6
199,"M , Hamelin appèleelle régulièrement sur le groupe , §",2
200,"Il donne les nouvelles et en prend prend des nouvelles d' Antonys et en donne de la donne des nouvelles de la famille , §",3
201,"Ces appels ne sont pas anxiogènes et constituent un lien important pour Antonys , §",2
202,"La scolarité Antonys a fait la demande dernièrement que l' on organise des temps de week - end chez sa soeur ainée Eni , §",2
203,"Nous avons explorer le sens de la demande car nous voulions vérifier que les enfants ne se plac jeunes n' alimentent pas leurs grieffes contre leur parent , Antonys a pu dire que c' était un désir de partager du temps avec sa soeur et le petit ami de celle - çi , §",7
204,"Pour autant , il nous semblait important que ces accueils soient organisés avec en lien avec les parents sur un temps de week - end et , §",3
205,"Le travail est relativement désinsvestit , §",1
206,"Malgré la volonté irrugièlièreigu d' Antonys m , §",3
207,"Les commentaires des enseignants pointent son manque de sérieux , son manque de travail , l' irrigularité de son attention , manque de motivation , §",6
208,"Meme observation aux devoirs , ne note pas ses leçons , oublie des livres au collège §",3
209,"Besoin de travailler autour de perspective et redonner de la confiance en soi , §",1
210,"Il a des capacités , une bonne compréhension mais besoin d' etre porté , soutenu , §",2
211,"Bilan avec psychologue pour faire émerger son potentiel puis rechercher à la suite des possibilités d' orientation , §",3
212,"Le cursus scolaire différent apprentissage ( transmission par un maitre d' apprentissage #ERROR! différent d' un groupe scolaire ) , §",6
213,"Santé Bilan ophtalmo et orthoptiste ; port de lunettes de confort problème d' endormissement traitement euphytose par généraliste , voire Antarax si trop envahis §",5
214,"Poids pose question , vigilance dans son alimentation , se dépenser , faire du sport , §",2
215,"La question de l' encoprésie revu par le médecin psychiatre , §",2
216,"derni Dernièrement , nous avons retrouvé des armes factices de pprojetant des billes plastiques . §",1
217,Il est souventb associé s' associe souvent aux autres pour jouer à des jeux de guerre . §,3
218,", allant jusqu' à provoquer des hématomes sesur le corps . §",2
219,": lorsqu' il est au foyer , il s' inquiète de ce qui se passe chez lui ; lorsqu' il est chez lui , il ne supporte pas l' ambiance conflictuelle . §",2
220,t Antonys est scolarisé au collège Sagan en 4 eme à Bayeux . §,5
221,Il est dans ce collège depuis Septembre 2008 . §,1
222,Le bulletin du premier trimestre et la rencontre avec son enseignant professeur principal est particulièrement alartant . §,3
223,"Tous les enseignants notent la passivité , le manque de dyna misme en classe . §",4
224,"Antonyx est à l' écart avec un autre camarade , en difficulté également , du reste de la classe . §",5
225,"Il participe pas verbalement en cours , semble ailleurs sans por autant poser des problèmes de comportement . §",4
226,u Le travail au domicile Antonys semble vouloir se faire oublier . §,3
227,", donc au foyer , est à l' heure pas fait , pas rendu . §",4
228,Nous avions noté les difficultés actuelle auxquelles nous nous confrontions avec ses devoirs . §,5
229,"Il n' éatit rien noté sur l' agenda t , il manquait un livre , un cahier . §",3
230,"Lors de l' entretien avec l' enseignant , Antonys semblait surpris de ses constats , ne pouvant pas clairement justifiéer son manque de travail . §",3
231,"Par ailleurs , le professeur notait que les résultats ne permettraient pas d' envisager un passage en 3 eme en fonction des notes mais en raison de l' age . §",6
